Epoch	Learning Rate	Train Loss	Train Acc.	Val Loss	Val seq Acc Top1-5/F1.	Val Batch Acc	
33.000000	0.000500	0.002450	1.000000	0.000000	0.000000	0.000000	
34.000000	0.000500	0.002372	1.000000	0.000000	0.000000	0.000000	
35.000000	0.000500	0.002332	1.000000	0.551254	(0.8443952802359882, 0.9410029498525073, 0.9874631268436578, 0.739387079461443, 0.9957808871470066)	(0.8360655737704918, 0.9344262295081968, 1.0, 0.7715773809523809, 0.9981726694915254)	
36.000000	0.000500	0.002269	1.000000	0.000000	0.000000	0.000000	
37.000000	0.000500	0.002310	1.000000	0.000000	0.000000	0.000000	
38.000000	0.000500	0.002176	1.000000	0.000000	0.000000	0.000000	
39.000000	0.000500	0.002269	1.000000	0.000000	0.000000	0.000000	
40.000000	0.000500	0.002105	1.000000	0.532502	(0.8495575221238938, 0.943952802359882, 0.9882005899705014, 0.7437285533123946, 0.9958863852083871)	(0.8360655737704918, 0.9344262295081968, 1.0, 0.7715773809523809, 0.9986935028248588)	
41.000000	0.000500	0.002095	1.000000	0.000000	0.000000	0.000000	
42.000000	0.000500	0.001991	1.000000	0.000000	0.000000	0.000000	
43.000000	0.000500	0.002012	1.000000	0.000000	0.000000	0.000000	
44.000000	0.000500	0.001968	1.000000	0.000000	0.000000	0.000000	
45.000000	0.000500	0.001864	1.000000	0.525682	(0.8532448377581121, 0.946165191740413, 0.9889380530973452, 0.7470933043470582, 0.9959170451491023)	(0.8524590163934426, 0.9344262295081968, 1.0, 0.7831845238095239, 0.9986935028248588)	
46.000000	0.000500	0.001891	1.000000	0.000000	0.000000	0.000000	
47.000000	0.000500	0.001835	1.000000	0.000000	0.000000	0.000000	
48.000000	0.000500	0.001827	1.000000	0.000000	0.000000	0.000000	
49.000000	0.000500	0.001775	1.000000	0.000000	0.000000	0.000000	
50.000000	0.000500	0.001734	1.000000	0.516364	(0.855457227138643, 0.948377581120944, 0.9896755162241888, 0.7488387474652534, 0.9959831073521913)	(0.8524590163934426, 0.9344262295081968, 1.0, 0.7831845238095239, 0.9986935028248588)	
51.000000	0.000500	0.001752	1.000000	0.000000	0.000000	0.000000	
52.000000	0.000500	0.001669	1.000000	0.000000	0.000000	0.000000	
53.000000	0.000500	0.001646	1.000000	0.000000	0.000000	0.000000	
54.000000	0.000500	0.001621	1.000000	0.000000	0.000000	0.000000	
55.000000	0.000500	0.001647	1.000000	0.510459	(0.8569321533923304, 0.9476401179941003, 0.9904129793510325, 0.7547809244631273, 0.9960123217134738)	(0.8524590163934426, 0.9344262295081968, 1.0, 0.7831845238095239, 0.9986935028248588)	
56.000000	0.000500	0.001543	1.000000	0.000000	0.000000	0.000000	
57.000000	0.000500	0.001543	1.000000	0.000000	0.000000	0.000000	
58.000000	0.000500	0.001508	1.000000	0.000000	0.000000	0.000000	
59.000000	0.000500	0.001486	1.000000	0.000000	0.000000	0.000000	
60.000000	0.000500	0.001565	1.000000	0.505113	(0.8576696165191741, 0.948377581120944, 0.9904129793510325, 0.7558689725968409, 0.9960603111610922)	(0.8524590163934426, 0.9344262295081968, 1.0, 0.7831845238095239, 0.9986935028248588)	
61.000000	0.000500	0.001457	1.000000	0.000000	0.000000	0.000000	
62.000000	0.000500	0.001451	1.000000	0.000000	0.000000	0.000000	
63.000000	0.000500	0.001418	1.000000	0.000000	0.000000	0.000000	
64.000000	0.000500	0.001389	1.000000	0.000000	0.000000	0.000000	
65.000000	0.000500	0.001361	1.000000	0.499855	(0.8591445427728613, 0.9491150442477876, 0.9904129793510325, 0.75696297261937, 0.996083560771257)	(0.8524590163934426, 0.9344262295081968, 1.0, 0.7831845238095239, 0.9986935028248588)	
66.000000	0.000500	0.001357	1.000000	0.000000	0.000000	0.000000	
67.000000	0.000500	0.001318	1.000000	0.000000	0.000000	0.000000	
68.000000	0.000500	0.001394	1.000000	0.000000	0.000000	0.000000	
69.000000	0.000500	0.001321	1.000000	0.000000	0.000000	0.000000	
70.000000	0.000500	0.001309	1.000000	0.490521	(0.8613569321533924, 0.9491150442477876, 0.9904129793510325, 0.7587807968671758, 0.996099939270286)	(0.8688524590163934, 0.9344262295081968, 1.0, 0.8144345238095239, 0.9986935028248588)	
71.000000	0.000500	0.001304	1.000000	0.000000	0.000000	0.000000	
72.000000	0.000500	0.001303	1.000000	0.000000	0.000000	0.000000	
73.000000	0.000500	0.001238	1.000000	0.000000	0.000000	0.000000	
74.000000	0.000500	0.001238	1.000000	0.000000	0.000000	0.000000	
75.000000	0.000500	0.001230	1.000000	0.486060	(0.862094395280236, 0.9491150442477876, 0.9911504424778761, 0.7599219397178124, 0.9961245458311697)	(0.8688524590163934, 0.9344262295081968, 1.0, 0.8144345238095239, 0.9986935028248588)	
76.000000	0.000500	0.001212	1.000000	0.000000	0.000000	0.000000	
77.000000	0.000500	0.001183	1.000000	0.000000	0.000000	0.000000	
78.000000	0.000500	0.001175	1.000000	0.000000	0.000000	0.000000	
79.000000	0.000500	0.001161	1.000000	0.000000	0.000000	0.000000	
80.000000	0.000500	0.001184	1.000000	0.482915	(0.8628318584070797, 0.9491150442477876, 0.9918879056047197, 0.7605673073119535, 0.9961560027150548)	(0.8688524590163934, 0.9344262295081968, 1.0, 0.8144345238095239, 0.9986935028248588)	
81.000000	0.000500	0.001121	1.000000	0.000000	0.000000	0.000000	
82.000000	0.000500	0.001122	1.000000	0.000000	0.000000	0.000000	
83.000000	0.000500	0.001122	1.000000	0.000000	0.000000	0.000000	
84.000000	0.000500	0.001122	1.000000	0.000000	0.000000	0.000000	
85.000000	0.000500	0.001089	1.000000	0.477953	(0.8650442477876106, 0.9491150442477876, 0.9918879056047197, 0.7629581645892518, 0.9961821632523934)	(0.8688524590163934, 0.9344262295081968, 1.0, 0.8144345238095239, 0.9986935028248588)	
86.000000	0.000500	0.001082	1.000000	0.000000	0.000000	0.000000	
87.000000	0.000500	0.001062	1.000000	0.000000	0.000000	0.000000	
88.000000	0.000500	0.001049	1.000000	0.000000	0.000000	0.000000	
89.000000	0.000500	0.001038	1.000000	0.000000	0.000000	0.000000	
90.000000	0.000500	0.001047	1.000000	0.475107	(0.8657817109144543, 0.950589970501475, 0.9918879056047197, 0.764181016905854, 0.9961945044983697)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
91.000000	0.000500	0.001031	1.000000	0.000000	0.000000	0.000000	
92.000000	0.000500	0.001019	1.000000	0.000000	0.000000	0.000000	
93.000000	0.000500	0.001021	1.000000	0.000000	0.000000	0.000000	
94.000000	0.000500	0.000975	1.000000	0.000000	0.000000	0.000000	
95.000000	0.000500	0.000990	1.000000	0.470896	(0.8672566371681416, 0.950589970501475, 0.9918879056047197, 0.7651813186874058, 0.9962101306964223)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
96.000000	0.000500	0.000962	1.000000	0.000000	0.000000	0.000000	
97.000000	0.000500	0.000935	1.000000	0.000000	0.000000	0.000000	
98.000000	0.000500	0.000941	1.000000	0.000000	0.000000	0.000000	
99.000000	0.000500	0.000927	1.000000	0.000000	0.000000	0.000000	
100.000000	0.000500	0.000941	1.000000	0.467871	(0.8679941002949852, 0.950589970501475, 0.9926253687315634, 0.7658454866715505, 0.9962176995086787)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
101.000000	0.000500	0.000949	1.000000	0.000000	0.000000	0.000000	
102.000000	0.000500	0.000921	1.000000	0.000000	0.000000	0.000000	
103.000000	0.000500	0.000916	1.000000	0.000000	0.000000	0.000000	
104.000000	0.000500	0.000934	1.000000	0.000000	0.000000	0.000000	
105.000000	0.000500	0.000920	1.000000	0.465346	(0.8694690265486725, 0.950589970501475, 0.9926253687315634, 0.7668709294872476, 0.9962331367000496)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
106.000000	0.000500	0.000895	1.000000	0.000000	0.000000	0.000000	
107.000000	0.000500	0.000873	1.000000	0.000000	0.000000	0.000000	
108.000000	0.000500	0.000868	1.000000	0.000000	0.000000	0.000000	
109.000000	0.000500	0.000876	1.000000	0.000000	0.000000	0.000000	
110.000000	0.000500	0.000849	1.000000	0.461588	(0.8716814159292036, 0.950589970501475, 0.9926253687315634, 0.7691875054761466, 0.9962434735124962)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
111.000000	0.000500	0.000872	1.000000	0.000000	0.000000	0.000000	
112.000000	0.000500	0.000851	1.000000	0.000000	0.000000	0.000000	
113.000000	0.000500	0.000869	1.000000	0.000000	0.000000	0.000000	
114.000000	0.000500	0.000833	1.000000	0.000000	0.000000	0.000000	
115.000000	0.000500	0.000825	1.000000	0.458848	(0.8709439528023599, 0.9498525073746312, 0.9926253687315634, 0.7685612754083871, 0.9962634942651474)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
116.000000	0.000500	0.000826	1.000000	0.000000	0.000000	0.000000	
117.000000	0.000500	0.000795	1.000000	0.000000	0.000000	0.000000	
118.000000	0.000500	0.000813	1.000000	0.000000	0.000000	0.000000	
119.000000	0.000500	0.000808	1.000000	0.000000	0.000000	0.000000	
120.000000	0.000500	0.000807	1.000000	0.456112	(0.8724188790560472, 0.950589970501475, 0.9926253687315634, 0.769440283840232, 0.9962852034925829)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
121.000000	0.000500	0.000807	1.000000	0.000000	0.000000	0.000000	
122.000000	0.000500	0.000766	1.000000	0.000000	0.000000	0.000000	
123.000000	0.000500	0.000765	1.000000	0.000000	0.000000	0.000000	
124.000000	0.000500	0.000764	1.000000	0.000000	0.000000	0.000000	
125.000000	0.000500	0.000770	1.000000	0.453607	(0.8724188790560472, 0.9535398230088495, 0.9926253687315634, 0.7695617948835138, 0.9963033599509465)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
126.000000	0.000500	0.000752	1.000000	0.000000	0.000000	0.000000	
127.000000	0.000500	0.000765	1.000000	0.000000	0.000000	0.000000	
128.000000	0.000500	0.000756	1.000000	0.000000	0.000000	0.000000	
129.000000	0.000500	0.000762	1.000000	0.000000	0.000000	0.000000	
130.000000	0.000500	0.000730	1.000000	0.451093	(0.8724188790560472, 0.9535398230088495, 0.9926253687315634, 0.7695617948835138, 0.9963222199406905)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
131.000000	0.000500	0.000749	1.000000	0.000000	0.000000	0.000000	
132.000000	0.000500	0.000724	1.000000	0.000000	0.000000	0.000000	
133.000000	0.000500	0.000729	1.000000	0.000000	0.000000	0.000000	
134.000000	0.000500	0.000720	1.000000	0.000000	0.000000	0.000000	
135.000000	0.000500	0.000730	1.000000	0.449104	(0.8724188790560472, 0.9535398230088495, 0.9926253687315634, 0.7694481364180854, 0.9963196692897325)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
136.000000	0.000500	0.000708	1.000000	0.000000	0.000000	0.000000	
137.000000	0.000500	0.000702	1.000000	0.000000	0.000000	0.000000	
138.000000	0.000500	0.000710	1.000000	0.000000	0.000000	0.000000	
139.000000	0.000500	0.000692	1.000000	0.000000	0.000000	0.000000	
140.000000	0.000500	0.000688	1.000000	0.447731	(0.8731563421828908, 0.9535398230088495, 0.9926253687315634, 0.7700985166055441, 0.9963524152048564)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
141.000000	0.000500	0.000692	1.000000	0.000000	0.000000	0.000000	
142.000000	0.000500	0.000672	1.000000	0.000000	0.000000	0.000000	
143.000000	0.000500	0.000679	1.000000	0.000000	0.000000	0.000000	
144.000000	0.000500	0.000680	1.000000	0.000000	0.000000	0.000000	
145.000000	0.000500	0.000666	1.000000	0.444906	(0.8753687315634219, 0.9535398230088495, 0.9926253687315634, 0.7726575473341973, 0.9963623437425567)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
146.000000	0.000500	0.000671	1.000000	0.000000	0.000000	0.000000	
147.000000	0.000500	0.000666	1.000000	0.000000	0.000000	0.000000	
148.000000	0.000500	0.000661	1.000000	0.000000	0.000000	0.000000	
149.000000	0.000500	0.000648	1.000000	0.000000	0.000000	0.000000	
150.000000	0.000500	0.000643	1.000000	0.443138	(0.8761061946902655, 0.9542772861356932, 0.9926253687315634, 0.7728143199094482, 0.9963673383575697)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
151.000000	0.000500	0.000646	1.000000	0.000000	0.000000	0.000000	
152.000000	0.000500	0.000639	1.000000	0.000000	0.000000	0.000000	
153.000000	0.000500	0.000641	1.000000	0.000000	0.000000	0.000000	
154.000000	0.000500	0.000632	1.000000	0.000000	0.000000	0.000000	
155.000000	0.000500	0.000625	1.000000	0.441548	(0.8761061946902655, 0.9542772861356932, 0.9933628318584071, 0.7728466161032719, 0.9963733287034002)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
156.000000	0.000500	0.000628	1.000000	0.000000	0.000000	0.000000	
157.000000	0.000500	0.000640	1.000000	0.000000	0.000000	0.000000	
158.000000	0.000500	0.000616	1.000000	0.000000	0.000000	0.000000	
159.000000	0.000500	0.000613	1.000000	0.000000	0.000000	0.000000	
160.000000	0.000500	0.000616	1.000000	0.439181	(0.8761061946902655, 0.9542772861356932, 0.9933628318584071, 0.7728466161032719, 0.9963892088601782)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
161.000000	0.000500	0.000599	1.000000	0.000000	0.000000	0.000000	
162.000000	0.000500	0.000616	1.000000	0.000000	0.000000	0.000000	
163.000000	0.000500	0.000605	1.000000	0.000000	0.000000	0.000000	
164.000000	0.000500	0.000599	1.000000	0.000000	0.000000	0.000000	
165.000000	0.000500	0.000598	1.000000	0.437641	(0.8768436578171092, 0.9550147492625368, 0.9933628318584071, 0.773464282428175, 0.9963971656819215)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
166.000000	0.000500	0.000585	1.000000	0.000000	0.000000	0.000000	
167.000000	0.000500	0.000595	1.000000	0.000000	0.000000	0.000000	
168.000000	0.000500	0.000581	1.000000	0.000000	0.000000	0.000000	
169.000000	0.000500	0.000576	1.000000	0.000000	0.000000	0.000000	
170.000000	0.000500	0.000586	1.000000	0.435694	(0.8768436578171092, 0.9557522123893806, 0.9933628318584071, 0.773464282428175, 0.9964114551569564)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
171.000000	0.000500	0.000592	1.000000	0.000000	0.000000	0.000000	
172.000000	0.000500	0.000582	1.000000	0.000000	0.000000	0.000000	
173.000000	0.000500	0.000578	1.000000	0.000000	0.000000	0.000000	
174.000000	0.000500	0.000569	1.000000	0.000000	0.000000	0.000000	
175.000000	0.000500	0.000567	1.000000	0.433698	(0.8775811209439528, 0.9557522123893806, 0.9933628318584071, 0.7751301376699795, 0.9964322242117996)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
176.000000	0.000500	0.000559	1.000000	0.000000	0.000000	0.000000	
177.000000	0.000500	0.000562	1.000000	0.000000	0.000000	0.000000	
178.000000	0.000500	0.000557	1.000000	0.000000	0.000000	0.000000	
179.000000	0.000500	0.000564	1.000000	0.000000	0.000000	0.000000	
180.000000	0.000500	0.000564	1.000000	0.432217	(0.8775811209439528, 0.9557522123893806, 0.9933628318584071, 0.7750153158036859, 0.9964389777849307)	(0.8688524590163934, 0.9508196721311475, 1.0, 0.8144345238095239, 0.9986935028248588)	
181.000000	0.000500	0.000544	1.000000	0.000000	0.000000	0.000000	
182.000000	0.000500	0.000539	1.000000	0.000000	0.000000	0.000000	
183.000000	0.000500	0.000533	1.000000	0.000000	0.000000	0.000000	
184.000000	0.000500	0.000552	1.000000	0.000000	0.000000	0.000000	
185.000000	0.000500	0.000537	1.000000	0.430594	(0.8783185840707964, 0.9557522123893806, 0.9933628318584071, 0.775554701675733, 0.9964547263086845)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
186.000000	0.000500	0.000542	1.000000	0.000000	0.000000	0.000000	
187.000000	0.000500	0.000540	1.000000	0.000000	0.000000	0.000000	
188.000000	0.000500	0.000536	1.000000	0.000000	0.000000	0.000000	
189.000000	0.000500	0.000522	1.000000	0.000000	0.000000	0.000000	
190.000000	0.000500	0.000532	1.000000	0.429330	(0.8783185840707964, 0.9557522123893806, 0.9933628318584071, 0.7758163533382467, 0.9964671338453566)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
191.000000	0.000500	0.000512	1.000000	0.000000	0.000000	0.000000	
192.000000	0.000500	0.000515	1.000000	0.000000	0.000000	0.000000	
193.000000	0.000500	0.000524	1.000000	0.000000	0.000000	0.000000	
194.000000	0.000500	0.000508	1.000000	0.000000	0.000000	0.000000	
195.000000	0.000500	0.000509	1.000000	0.427985	(0.8783185840707964, 0.9557522123893806, 0.9933628318584071, 0.7763641873247458, 0.9964770489255391)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
196.000000	0.000500	0.000514	1.000000	0.000000	0.000000	0.000000	
197.000000	0.000500	0.000522	1.000000	0.000000	0.000000	0.000000	
198.000000	0.000500	0.000509	1.000000	0.000000	0.000000	0.000000	
199.000000	0.000500	0.000493	1.000000	0.000000	0.000000	0.000000	
200.000000	0.000500	0.000506	1.000000	0.427009	(0.8783185840707964, 0.9557522123893806, 0.9933628318584071, 0.7766209073489077, 0.9964782566050422)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
201.000000	0.000500	0.000483	1.000000	0.000000	0.000000	0.000000	
202.000000	0.000500	0.000511	1.000000	0.000000	0.000000	0.000000	
203.000000	0.000500	0.000494	1.000000	0.000000	0.000000	0.000000	
204.000000	0.000500	0.000497	1.000000	0.000000	0.000000	0.000000	
205.000000	0.000500	0.000496	1.000000	0.425533	(0.8783185840707964, 0.9557522123893806, 0.9933628318584071, 0.7766209073489077, 0.9964934173949507)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
206.000000	0.000500	0.000490	1.000000	0.000000	0.000000	0.000000	
207.000000	0.000500	0.000479	1.000000	0.000000	0.000000	0.000000	
208.000000	0.000500	0.000477	1.000000	0.000000	0.000000	0.000000	
209.000000	0.000500	0.000481	1.000000	0.000000	0.000000	0.000000	
210.000000	0.000500	0.000480	1.000000	0.424617	(0.8790560471976401, 0.9557522123893806, 0.9933628318584071, 0.7774838360394458, 0.9964992006094873)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
211.000000	0.000500	0.000477	1.000000	0.000000	0.000000	0.000000	
212.000000	0.000500	0.000473	1.000000	0.000000	0.000000	0.000000	
213.000000	0.000500	0.000482	1.000000	0.000000	0.000000	0.000000	
214.000000	0.000500	0.000495	1.000000	0.000000	0.000000	0.000000	
215.000000	0.000500	0.000472	1.000000	0.423853	(0.8790560471976401, 0.9557522123893806, 0.9933628318584071, 0.7774838360394458, 0.9965075128431249)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
216.000000	0.000500	0.000470	1.000000	0.000000	0.000000	0.000000	
217.000000	0.000500	0.000464	1.000000	0.000000	0.000000	0.000000	
218.000000	0.000500	0.000462	1.000000	0.000000	0.000000	0.000000	
219.000000	0.000500	0.000458	1.000000	0.000000	0.000000	0.000000	
220.000000	0.000500	0.000458	1.000000	0.422482	(0.8790560471976401, 0.9557522123893806, 0.9933628318584071, 0.7774838360394458, 0.9965161410347251)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
221.000000	0.000500	0.000458	1.000000	0.000000	0.000000	0.000000	
222.000000	0.000500	0.000444	1.000000	0.000000	0.000000	0.000000	
223.000000	0.000500	0.000451	1.000000	0.000000	0.000000	0.000000	
224.000000	0.000500	0.000454	1.000000	0.000000	0.000000	0.000000	
225.000000	0.000500	0.000456	1.000000	0.420882	(0.8797935103244838, 0.9572271386430679, 0.9933628318584071, 0.7788463642470538, 0.9965119468021285)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
226.000000	0.000500	0.000453	1.000000	0.000000	0.000000	0.000000	
227.000000	0.000500	0.000435	1.000000	0.000000	0.000000	0.000000	
228.000000	0.000500	0.000443	1.000000	0.000000	0.000000	0.000000	
229.000000	0.000500	0.000450	1.000000	0.000000	0.000000	0.000000	
230.000000	0.000500	0.000442	1.000000	0.419330	(0.8797935103244838, 0.9572271386430679, 0.9933628318584071, 0.7788463642470538, 0.9965232381157842)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
231.000000	0.000500	0.000467	1.000000	0.000000	0.000000	0.000000	
232.000000	0.000500	0.000442	1.000000	0.000000	0.000000	0.000000	
233.000000	0.000500	0.000436	1.000000	0.000000	0.000000	0.000000	
234.000000	0.000500	0.000434	1.000000	0.000000	0.000000	0.000000	
235.000000	0.000500	0.000436	1.000000	0.418002	(0.8797935103244838, 0.9572271386430679, 0.9933628318584071, 0.7788463642470538, 0.9965295486784831)	(0.8688524590163934, 0.9672131147540983, 1.0, 0.8144345238095239, 0.9986935028248588)	
236.000000	0.000500	0.000435	1.000000	0.000000	0.000000	0.000000	
237.000000	0.000500	0.000434	1.000000	0.000000	0.000000	0.000000	
238.000000	0.000500	0.000428	1.000000	0.000000	0.000000	0.000000	
239.000000	0.000500	0.000429	1.000000	0.000000	0.000000	0.000000	
240.000000	0.000500	0.000422	1.000000	0.416925	(0.8797935103244838, 0.9579646017699115, 0.9933628318584071, 0.7788463642470538, 0.9965339137648448)	(0.8852459016393442, 0.9672131147540983, 1.0, 0.8244791666666667, 0.9986935028248588)	
241.000000	0.000500	0.000439	1.000000	0.000000	0.000000	0.000000	
242.000000	0.000500	0.000426	1.000000	0.000000	0.000000	0.000000	
243.000000	0.000500	0.000426	1.000000	0.000000	0.000000	0.000000	
244.000000	0.000500	0.000418	1.000000	0.000000	0.000000	0.000000	
245.000000	0.000500	0.000429	1.000000	0.416288	(0.8797935103244838, 0.9579646017699115, 0.9933628318584071, 0.7788463642470538, 0.9965353871545763)	(0.8852459016393442, 0.9672131147540983, 1.0, 0.8244791666666667, 0.9986935028248588)	
246.000000	0.000500	0.000418	1.000000	0.000000	0.000000	0.000000	
247.000000	0.000500	0.000420	1.000000	0.000000	0.000000	0.000000	
248.000000	0.000500	0.000410	1.000000	0.000000	0.000000	0.000000	
249.000000	0.000500	0.000414	1.000000	0.000000	0.000000	0.000000	
250.000000	0.000500	0.000409	1.000000	0.415279	(0.8797935103244838, 0.9587020648967551, 0.9933628318584071, 0.7788463642470538, 0.9965479363356269)	(0.8852459016393442, 0.9672131147540983, 1.0, 0.8244791666666667, 0.9986935028248588)	
251.000000	0.000500	0.000404	1.000000	0.000000	0.000000	0.000000	
252.000000	0.000500	0.000410	1.000000	0.000000	0.000000	0.000000	
253.000000	0.000500	0.000405	1.000000	0.000000	0.000000	0.000000	
254.000000	0.000500	0.000410	1.000000	0.000000	0.000000	0.000000	
255.000000	0.000500	0.000396	1.000000	0.414464	(0.8797935103244838, 0.9587020648967551, 0.9933628318584071, 0.7788463642470538, 0.9965499129361338)	(0.8852459016393442, 0.9672131147540983, 1.0, 0.8244791666666667, 0.9986935028248588)	
256.000000	0.000500	0.000399	1.000000	0.000000	0.000000	0.000000	
257.000000	0.000500	0.000394	1.000000	0.000000	0.000000	0.000000	
258.000000	0.000500	0.000391	1.000000	0.000000	0.000000	0.000000	
259.000000	0.000500	0.000397	1.000000	0.000000	0.000000	0.000000	
260.000000	0.000500	0.000391	1.000000	0.413741	(0.8797935103244838, 0.9587020648967551, 0.9933628318584071, 0.7788463642470538, 0.9965563413101342)	(0.8852459016393442, 0.9672131147540983, 1.0, 0.8244791666666667, 0.9992143361581921)	
